Above 50,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_code,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_type,funded_at,funded_month,funded_quarter,funded_year, raised_amount_usd 
no,biotech,USA,PA,Philadelphia,Wayne,/financial-organization/mid-atlantic-angel-fund,Mid Atlantic Angel Fund,,USA,PA,Philadelphia,Philadelphia,series-c+,12/1/2009,2009-12,2009-Q4,2009," $4,700,000.00 "
no,biotech,USA,PA,Philadelphia,Radnor,/financial-organization/mid-atlantic-angel-fund,Mid Atlantic Angel Fund,,USA,PA,Philadelphia,Philadelphia,series-a,8/24/2012,2012-08,2012-Q3,2012," $23,000,000.00 "
no,biotech,USA,PA,Philadelphia,Wayne,/financial-organization/mid-atlantic-venture-funds,Mid-Atlantic Venture Funds,,USA,PA,Bethlehem,Bethlehem,venture,3/7/2012,2012-03,2012-Q1,2012," $1,500,000.00 "
no,biotech,USA,IN,West Lafayette,West Lafayette,/financial-organization/midcap-financial,MidCap Financial,,USA,MD,Washington DC,Bethesda,venture,8/30/2010,2010-08,2010-Q3,2010," $15,000,000.00 "
no,biotech,USA,WA,Seattle,Seattle,/financial-organization/midcap-financial,MidCap Financial,,USA,MD,Washington DC,Bethesda,other,3/25/2013,2013-03,2013-Q1,2013," $6,000,000.00 "
no,biotech,USA,VA,Washington DC,Vienna,/financial-organization/midsummer-capital,Midsummer Capital,,USA,NY,New York,New York,venture,8/20/2009,2009-08,2009-Q3,2009," $4,400,000.00 "
no,biotech,USA,NJ,Bridgewater,Bridgewater,/financial-organization/midsummer-capital,Midsummer Capital,,USA,NY,New York,New York,venture,3/29/2010,2010-03,2010-Q1,2010," $11,500,000.00 "
no,biotech,USA,IA,Des Moines,Ames,/financial-organization/midwest-oilseeds,Midwest Oilseeds,,USA,ID,Ames,Ames,series-c+,1/31/2008,2008-01,2008-Q1,2008," $17,000,000.00 "
no,medical,USA,RI,East Providence,East Providence,/financial-organization/mieza-capital,Mieza Capital,,,,unknown,,series-c+,9/27/2012,2012-09,2012-Q3,2012," $28,000,000.00 "
no,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/milepost-ventures,Milepost Ventures,,USA,CA,SF Bay,San Francisco,series-c+,10/12/2005,2005-10,2005-Q4,2005," $48,300,000.00 "
no,health,USA,NJ,Lyndhurst,Lyndhurst,/financial-organization/milestone-venture-partners,Milestone Venture Partners,,USA,NY,New York,New York,series-a,1/1/2008,2008-01,2008-Q1,2008," $4,000,000.00 "
no,medical,USA,PA,Philadelphia,Blue Bell,/financial-organization/milestone-venture-partners,Milestone Venture Partners,,USA,NY,New York,New York,venture,2/22/2012,2012-02,2012-Q1,2012," $2,250,000.00 "
no,health,USA,TX,Austin,Austin,/financial-organization/milestone-venture-partners,Milestone Venture Partners,,USA,NY,New York,New York,series-b,6/5/2012,2012-06,2012-Q2,2012," $9,000,000.00 "
no,health,USA,NJ,Lyndhurst,Lyndhurst,/financial-organization/milestone-venture-partners,Milestone Venture Partners,,USA,NY,New York,New York,series-c+,6/18/2013,2013-06,2013-Q2,2013," $22,000,000.00 "
no,health,USA,TX,Austin,Austin,/financial-organization/milestone-venture-partners,Milestone Venture Partners,,USA,NY,New York,New York,series-c+,6/19/2013,2013-06,2013-Q2,2013," $5,000,000.00 "
no,medical,USA,CA,SF Bay,Santa Rosa,/financial-organization/millennium-life-sciences-fund,Millennium Life Sciences Fund,,,,unknown,,series-b,8/24/2012,2012-08,2012-Q3,2012," $8,600,000.00 "
no,biotech,USA,PA,Philadelphia,Lancaster,/financial-organization/minority-angel-investor-network,Minority Angel Investor Network,,USA,PA,Philadelphia,Philadelphia,venture,3/28/2010,2010-03,2010-Q1,2010," $600,000.00 "
no,biotech,USA,,San Diego,San Diego,/financial-organization/mirae-asset-venture-investment,Mirae Asset Venture Investment,,,,unknown,,series-c+,7/18/2013,2013-07,2013-Q3,2013," $6,700,000.00 "
no,biotech,USA,CA,Santa Barbara,Santa Barbara,/financial-organization/miramar-venture-partners,Miramar Venture Partners,,USA,CA,Corona del Mar,Corona del Mar,series-c+,1/1/2005,2005-01,2005-Q1,2005," $17,000,000.00 "
no,health,USA,CO,Denver,Denver,/financial-organization/miramar-venture-partners,Miramar Venture Partners,,USA,CA,Corona del Mar,Corona del Mar,series-b,4/10/2013,2013-04,2013-Q2,2013," $18,700,000.00 "
no,biotech,USA,CA,SF Bay,San Francisco,/financial-organization/mission-bay-capital-llc,Mission Bay Capital,,USA,CA,SF Bay,San Francisco,series-a,10/27/2009,2009-10,2009-Q4,2009," $7,500,000.00 "
no,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/mission-bay-capital-llc,Mission Bay Capital,,USA,CA,SF Bay,San Francisco,series-a,7/8/2010,2010-07,2010-Q3,2010," $40,000,000.00 "
no,biotech,USA,CA,SF Bay,Burlingame,/financial-organization/mission-bay-capital-llc,Mission Bay Capital,,USA,CA,SF Bay,San Francisco,venture,4/26/2010,2010-04,2010-Q2,2010," $300,000.00 "
no,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/mission-bay-capital-llc,Mission Bay Capital,,USA,CA,SF Bay,San Francisco,series-a,10/29/2012,2012-10,2012-Q4,2012," $12,500,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/mission-bay-capital-llc,Mission Bay Capital,,USA,CA,SF Bay,San Francisco,series-a,5/20/2013,2013-05,2013-Q2,2013," $45,000,000.00 "
no,biotech,USA,MD,Washington DC,Rockville,/financial-organization/mithra-ventures,Mithra Ventures,,,,unknown,,series-c+,5/17/2006,2006-05,2006-Q2,2006," $45,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/mitsubishi-corporation-life-sciences-venture,Mitsubishi Corporation Life Sciences Venture,,USA,MA,Boston,Andover,series-a,1/31/2008,2008-01,2008-Q1,2008," $30,000,000.00 "
no,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/mitsubishi-ufj-capital,Mitsubishi UFJ Capital,,JPN,,Tokyo,Tokyo,series-c+,12/22/2008,2008-12,2008-Q4,2008," $12,000,000.00 "
no,medical,USA,CA,SF Bay,Menlo Park,/financial-organization/mitsubishi-ufj-capital,Mitsubishi UFJ Capital,,JPN,,Tokyo,Tokyo,other,11/16/2009,2009-11,2009-Q4,2009," $3,600,000.00 "
no,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/mitsubishi-ufj-capital,Mitsubishi UFJ Capital,,JPN,,Tokyo,Tokyo,series-c+,10/12/2005,2005-10,2005-Q4,2005," $48,300,000.00 "
no,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/mitsubishi-ufj-capital,Mitsubishi UFJ Capital,,JPN,,Tokyo,Tokyo,series-b,9/9/2010,2010-09,2010-Q3,2010," $28,000,000.00 "
no,biotech,USA,CA,Sacramento,Davis,/financial-organization/mitsui-global-investment,Mitsui Global Investment,,USA,NY,New York,New York,series-c+,6/1/2011,2011-06,2011-Q2,2011," $25,400,000.00 "
no,biotech,USA,OH,Cincinnati,Cincinnati,/financial-organization/mitsui-global-investment,Mitsui Global Investment,,USA,NY,New York,New York,series-a,3/13/2012,2012-03,2012-Q1,2012," $13,600,000.00 "
no,biotech,USA,CA,SF Bay,Mountain View,/financial-organization/mitsui-global-investment,Mitsui Global Investment,,USA,NY,New York,New York,series-c+,11/26/2012,2012-11,2012-Q4,2012," $20,000,000.00 "
no,biotech,USA,CA,Los Angeles,Santa Monica,/financial-organization/mitsui-global-investment,Mitsui Global Investment,,USA,NY,New York,New York,series-a,11/29/2012,2012-11,2012-Q4,2012," $17,000,000.00 "
no,biotech,USA,CA,SF Bay,Santa Clara,/financial-organization/mitsui-ventures,Mitsui Ventures,,USA,NY,New York,New York,series-c+,4/10/2009,2009-04,2009-Q2,2009," $10,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/mitsui-ventures,Mitsui Ventures,,USA,NY,New York,New York,series-a,1/22/2009,2009-01,2009-Q1,2009," $3,000,000.00 "
yes,biotech,USA,NC,Raleigh-Durham,Pittsboro,/financial-organization/mitsui-ventures,Mitsui Ventures,,USA,NY,New York,New York,series-c+,10/6/2008,2008-10,2008-Q4,2008," $60,000,000.00 "
no,biotech,USA,CA,SF Bay,San Francisco,/financial-organization/mitsui-ventures,Mitsui Ventures,,USA,NY,New York,New York,series-b,4/16/2007,2007-04,2007-Q2,2007," $24,000,000.00 "
no,biotech,USA,CA,SF Bay,Santa Clara,/financial-organization/mitsui-ventures,Mitsui Ventures,,USA,NY,New York,New York,series-b,1/1/2006,2006-01,2006-Q1,2006," $27,000,000.00 "
no,biotech,USA,NC,Raleigh-Durham,Pittsboro,/financial-organization/mitsui-ventures,Mitsui Ventures,,USA,NY,New York,New York,series-c+,5/24/2007,2007-05,2007-Q2,2007," $30,000,000.00 "
no,biotech,USA,WA,Seattle,Bothell,/financial-organization/mitsui-ventures,Mitsui Ventures,,USA,NY,New York,New York,series-c+,3/21/2006,2006-03,2006-Q1,2006," $26,000,000.00 "
no,biotech,USA,NC,Raleigh-Durham,Pittsboro,/financial-organization/mitsui-ventures,Mitsui Ventures,,USA,NY,New York,New York,series-b,9/1/2005,2005-09,2005-Q3,2005," $36,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/mitsui-ventures,Mitsui Ventures,,USA,NY,New York,New York,series-a,4/28/2005,2005-04,2005-Q2,2005," $6,000,000.00 "
no,biotech,USA,MN,Minneapolis,Plymouth,/financial-organization/mitsui-ventures,Mitsui Ventures,,USA,NY,New York,New York,series-b,5/4/2011,2011-05,2011-Q2,2011," $45,000,000.00 "
yes,biotech,USA,CA,SF Bay,Mountain View,/financial-organization/mizuho-securities,Mizuho Securities,,JPN,,Tokyo,Tokyo,series-c+,2/28/2005,2005-02,2005-Q1,2005," $74,000,000.00 "
no,health,USA,MA,Boston,Cambridge,/financial-organization/mmv-financial,MMV Financial,,CAN,,Toronto,"Toronto, Ontario",venture,2/17/2011,2011-02,2011-Q1,2011," $3,500,000.00 "
no,biotech,USA,CA,SF Bay,San Carlos,/financial-organization/mobius-venture-capital,Mobius Venture Capital,,USA,CO,Denver,Boulder,venture,11/24/2009,2009-11,2009-Q4,2009," $2,100,000.00 "
no,biotech,USA,CA,SF Bay,Mountain View,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-a,5/1/2007,2007-05,2007-Q2,2007," $9,000,000.00 "
no,biotech,USA,CA,SF Bay,San Francisco,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-b,5/18/2009,2009-05,2009-Q2,2009," $6,500,000.00 "
no,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-b,6/27/2008,2008-06,2008-Q2,2008," $15,000,000.00 "
no,biotech,USA,CA,SF Bay,Foster City,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,venture,11/7/2007,2007-11,2007-Q4,2007," $25,000,000.00 "
no,biotech,USA,CA,SF Bay,San Francisco,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,venture,2/8/2007,2007-02,2007-Q1,2007," $12,000,000.00 "
yes,biotech,USA,CA,SF Bay,Menlo Park,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-c+,10/1/2009,2009-10,2009-Q4,2009," $68,000,000.00 "
no,biotech,USA,CA,SF Bay,Menlo Park,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-a,3/20/2007,2007-03,2007-Q1,2007," $500,000.00 "
no,biotech,USA,CA,SF Bay,Menlo Park,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-c+,1/15/2007,2007-01,2007-Q1,2007," $50,000,000.00 "
no,biotech,USA,CA,SF Bay,Palo Alto,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-c+,5/17/2010,2010-05,2010-Q2,2010," $34,500,000.00 "
no,biotech,USA,CA,SF Bay,Emeryville,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-c+,10/1/2009,2009-10,2009-Q4,2009," $40,000,000.00 "
no,biotech,USA,CA,SF Bay,Foster City,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-a,11/2/2009,2009-11,2009-Q4,2009," $6,000,000.00 "
no,biotech,USA,CA,SF Bay,Emeryville,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-c+,11/9/2009,2009-11,2009-Q4,2009," $25,000,000.00 "
no,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-b,10/30/2009,2009-10,2009-Q4,2009," $5,000,000.00 "
no,biotech,USA,MA,Boston,Waltham,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-a,12/14/2009,2009-12,2009-Q4,2009," $26,000,000.00 "
no,biotech,USA,CA,SF Bay,Foster City,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-c+,2/4/2010,2010-02,2010-Q1,2010," $18,000,000.00 "
no,biotech,USA,CA,SF Bay,Emeryville,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-b,5/1/2005,2005-05,2005-Q2,2005," $21,000,000.00 "
no,biotech,USA,CA,SF Bay,Palo Alto,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-b,7/21/2006,2006-07,2006-Q3,2006," $19,000,000.00 "
no,biotech,USA,CA,SF Bay,San Francisco,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,venture,5/20/2010,2010-05,2010-Q2,2010," $10,000,000.00 "
yes,biotech,USA,CA,SF Bay,Menlo Park,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-c+,7/14/2010,2010-07,2010-Q3,2010," $109,000,000.00 "
no,biotech,USA,CA,SF Bay,Menlo Park,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-c+,8/31/2005,2005-08,2005-Q3,2005," $7,720,000.00 "
no,health,USA,CA,SF Bay,Palo Alto,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,angel,1/1/2010,2010-01,2010-Q1,2010,
no,biotech,USA,CA,SF Bay,Emeryville,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-a,10/31/2005,2005-10,2005-Q4,2005," $5,400,000.00 "
no,biotech,USA,CA,SF Bay,San Francisco,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-b,12/8/2010,2010-12,2010-Q4,2010," $13,000,000.00 "
no,biotech,USA,MA,Boston,Lexington,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-c+,1/25/2011,2011-01,2011-Q1,2011," $37,500,000.00 "
no,health,USA,CA,SF Bay,San Francisco,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-a,2/2/2011,2011-02,2011-Q1,2011," $2,250,000.00 "
no,health,USA,CA,SF Bay,Palo Alto,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-a,3/23/2011,2011-03,2011-Q1,2011," $2,350,000.00 "
no,biotech,USA,CA,SF Bay,San Francisco,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-c+,5/4/2011,2011-05,2011-Q2,2011," $15,000,000.00 "
yes,biotech,USA,CA,SF Bay,Palo Alto,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,venture,5/11/2011,2011-05,2011-Q2,2011," $60,000,000.00 "
no,health,USA,CA,SF Bay,San Francisco,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,other,1/4/2011,2011-01,2011-Q1,2011," $500,000.00 "
no,health,USA,CA,SF Bay,Redwood City,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-c+,8/9/2011,2011-08,2011-Q3,2011," $48,500,000.00 "
yes,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-c+,9/8/2011,2011-09,2011-Q3,2011," $56,000,000.00 "
no,health,USA,CA,SF Bay,Palo Alto,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-a,12/6/2011,2011-12,2011-Q4,2011," $11,500,000.00 "
no,biotech,USA,MA,Boston,Waltham,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-b,2/28/2012,2012-02,2012-Q1,2012," $5,000,000.00 "
no,medical,USA,IL,Chicago,Chicago,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,venture,7/25/2012,2012-07,2012-Q3,2012," $22,000,000.00 "
no,health,USA,CA,SF Bay,San Francisco,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,angel,11/28/2012,2012-11,2012-Q4,2012," $1,000,000.00 "
no,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-c+,1/3/2013,2013-01,2013-Q1,2013," $28,000,000.00 "
no,biotech,USA,MA,Boston,Lexington,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-c+,4/29/2013,2013-04,2013-Q2,2013," $20,000,000.00 "
no,health,USA,CA,SF Bay,Palo Alto,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-b,5/8/2013,2013-05,2013-Q2,2013," $24,000,000.00 "
no,medical,USA,CA,Los Angeles,Culver City,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-a,7/2/2013,2013-07,2013-Q3,2013," $2,000,000.00 "
no,biotech,USA,CA,SF Bay,San Francisco,/financial-organization/mohr-davidow-ventures,Mohr Davidow Ventures,,USA,,SF Bay,Menlo Park,series-c+,7/2/2013,2013-07,2013-Q3,2013," $20,000,000.00 "
no,health,USA,CA,Los Angeles,Pasadena,/financial-organization/momentum-venture-management,Momentum Venture Management,,USA,CA,Los Angeles,Pasadena,series-a,2/1/2010,2010-02,2010-Q1,2010," $530,000.00 "
no,biotech,USA,CA,San Diego,Carlsbad,/financial-organization/monitor-ventures,Monitor Ventures,,USA,CA,Los Angeles,Los Angeles,venture,11/2/2009,2009-11,2009-Q4,2009," $3,000,000.00 "
no,biotech,USA,CA,San Diego,Carlsbad,/financial-organization/monitor-ventures,Monitor Ventures,,USA,CA,Los Angeles,Los Angeles,venture,2/11/2010,2010-02,2010-Q1,2010," $9,000,000.00 "
no,biotech,USA,CA,San Diego,Carlsbad,/financial-organization/monitor-ventures,Monitor Ventures,,USA,CA,Los Angeles,Los Angeles,venture,5/10/2011,2011-05,2011-Q2,2011,
no,medical,USA,GA,Atlanta,Atlanta,/financial-organization/monroe-capital,Monroe Capital,,USA,IL,Chicago,Chicago,other,1/8/2013,2013-01,2013-Q1,2013," $46,500,000.00 "
no,biotech,USA,CA,San Diego,Carlsbad,/financial-organization/montagu-newhall-associates,Montagu Newhall Associates,,USA,MD,Washington DC,Owings Mills,series-c+,6/9/2008,2008-06,2008-Q2,2008," $13,000,000.00 "
no,biotech,USA,CA,SF Bay,Sunnyvale,/financial-organization/montagu-newhall-associates,Montagu Newhall Associates,,USA,MD,Washington DC,Owings Mills,series-c+,6/29/2007,2007-06,2007-Q2,2007," $44,000,000.00 "
no,medical,USA,MN,Minneapolis,Plymouth,/financial-organization/montagu-newhall-associates,Montagu Newhall Associates,,USA,MD,Washington DC,Owings Mills,series-c+,5/29/2008,2008-05,2008-Q2,2008," $15,000,000.00 "
no,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/montaur-capital-partners,Montaur Capital Partners,,USA,NY,New York,New York,venture,8/10/2007,2007-08,2007-Q3,2007," $3,750,000.00 "
no,medical,USA,CA,Los Angeles,Laguna Hills,/financial-organization/montreaux-equity-partners,Montreux Equity Partners,,USA,CA,SF Bay,Menlo Park,series-c+,8/29/2008,2008-08,2008-Q3,2008," $35,000,000.00 "
no,biotech,USA,CA,SF Bay,Redwood City,/financial-organization/montreaux-equity-partners,Montreux Equity Partners,,USA,CA,SF Bay,Menlo Park,series-b,5/7/2007,2007-05,2007-Q2,2007," $20,000,000.00 "
no,medical,USA,CA,SF Bay,Sunnyvale,/financial-organization/montreaux-equity-partners,Montreux Equity Partners,,USA,CA,SF Bay,Menlo Park,series-b,11/1/2006,2006-11,2006-Q4,2006," $12,000,000.00 "
no,biotech,USA,CA,Point Richmond,Point Richmond,/financial-organization/montreaux-equity-partners,Montreux Equity Partners,,USA,CA,SF Bay,Menlo Park,series-c+,3/8/2007,2007-03,2007-Q1,2007," $40,000,000.00 "
no,biotech,USA,CA,SF Bay,Redwood City,/financial-organization/montreaux-equity-partners,Montreux Equity Partners,,USA,CA,SF Bay,Menlo Park,series-c+,3/8/2010,2010-03,2010-Q1,2010," $32,000,000.00 "
no,medical,USA,CA,SF Bay,Sunnyvale,/financial-organization/montreaux-equity-partners,Montreux Equity Partners,,USA,CA,SF Bay,Menlo Park,other,6/10/2010,2010-06,2010-Q2,2010," $2,100,000.00 "
no,biotech,USA,NJ,Manalapan,Manalapan,/financial-organization/montreaux-equity-partners,Montreux Equity Partners,,USA,CA,SF Bay,Menlo Park,series-b,9/29/2010,2010-09,2010-Q3,2010," $31,000,000.00 "
no,medical,USA,CA,SF Bay,San Jose,/financial-organization/montreaux-equity-partners,Montreux Equity Partners,,USA,CA,SF Bay,Menlo Park,venture,9/26/2011,2011-09,2011-Q3,2011," $16,000,000.00 "
